id,theme,sous_theme,categorie,question,Choix_A,Choix_B,Choix_C,bonne_reponse,justification
1179,6,6.2,A,"1179 - Avant de prodiguer un conseil en investissements financiers à un client, un conseiller doit lui préciser un certain nombre d 'informations. Laquelle parmi les suivantes doit lui être obligatoirement communiquée ?",Si le conseil est indépendant ou non,Si le conseiller dispose de la certification professionnelle des professionnels des marchés,Le montant de la couverture de son assurance de responsabilité civile,A,"Article 52 du RÈGLEMENT DÉLÉGUÉ (UE) 2017/565 DE LA COMMISSION du 25 avril 2016
Article L541-8-1 du CMF"
1180,6,6.2,A,"1180 - Avant de prodiguer un conseil en investissements financiers à un client, un conseiller doit lui préciser un certain nombre d 'informations. Parmi les suivantes, laquelle doit lui être obligatoirement communiquée ?",Si le conseiller évaluera régulièrement l 'adéquation des instruments conseillés avec les besoins du client ou non,Si le conseil prodigué intégrera la dimension fiscale des produits ou non,La durée du délai pendant lequel le client aura le droit de se rétracter après remise du compte rendu de conseil,A,Article 54 du RÈGLEMENT DÉLÉGUÉ (UE) 2017/565 DE LA COMMISSION du 25 avril 2016
1181,6,6.3,A,"1181 - Dans le cadre d 'une prestation de conseil en investissement non-indépendant, le prestataire pourra-t-il conserver d 'éventuelles rétrocessions de commission versées par les producteurs des fonds ou instruments qu 'il recommandera à son client, si ce dernier y souscrit où les achète ?",Oui mais à la condition que le client en soit informé,Non c 'est un conflit d 'intérêt manifeste interdit par MIF2,Oui mais il devra en reverser au moins la moitié à son client,A,"POSITION AMF DOC- 2019-03 EXIGENCES D'ADEQUATION DE LA DIRECTIVE MIFID II 
Textes de référence : I de l 'article L. 533-13 du CMF et articles 54 et 55 du règlement délégué (UE) 2017/565 de la Commission du 25 avril 2016"
1183,6,6.3,A,"1183 - Un Prestataire de Service d 'Investissement (PSI) doit vérifier l 'adéquation du service d 'investissement qu 'il souhaite proposer aux besoins du client. 
Si cette vérification vise la connaissance et l 'expérience du client en termes d 'investissement financier, elle pourra être moins poussée :",Pour un service de gestion sous mandat que pour un conseil en investissement car les décisions de gestion seront prises par un professionnel expérimenté,Pour un conseil en investissement que pour un service de gestion sous mandat car le client n 'a pas à comprendre tous les détails de l 'investissement conseillé,Pour un service de gestion sous mandat que pour un conseil en investissement car le client n 'a pas besoin de comprendre les objectifs du gérant qui agira en son nom,A,"Article 54 du RÈGLEMENT DÉLÉGUÉ (UE) 2017/565 DE LA COMMISSION du 25 avril 2016
POSITION AMF DOC- 2019-03 EXIGENCES D'ADEQUATION DE LA DIRECTIVE MIFID II 
Textes de référence : I de l 'article L. 533-13 du CMF et articles 54 et 55 du règlement délégué (UE)"
1184,6,6.3,A,"1184 - Dans le cadre d 'un conseil en investissement, avant de recommander un instrument financier à un client professionnel par nature, un Prestataire de Services d'Investissement doit recueillir des informations pour vérifier :",Que l 'instrument financier répond à ses objectifs d 'investissement y compris à sa tolérance au risque,Qu'il possède l 'expérience et les connaissances pour comprendre les risques liés à l 'instrument financier,Qu'il est financièrement en mesure de faire face aux risques et pertes possibles liés à l 'instrument financier,A,"Article 54 du RÈGLEMENT DÉLÉGUÉ (UE) 2017/565 DE LA COMMISSION du 25 avril 2016
Article L533-13 du CMF
POSITION AMF DOC- 2019-03 EXIGENCES D'ADEQUATION DE LA DIRECTIVE MIFID II 
Textes de référence : I de l 'article L. 533-13 du CMF et articles 54 et 55 du"
1185,6,6.4,A,"1185 - La politique dite de ""meilleure exécution"" concerne la sélection des marchés sur lesquels un Prestataire de Services d 'Investissement (PSI) va pouvoir exécuter les ordres de ses clients dans les meilleures conditions.
Pour la réalisation de quel service d 'investissement parmi les suivants le PSI doit-il définir et appliquer cette politique ?",L 'exécution d 'ordres pour compte de tiers,La Réception Transmission d 'Ordres (RTO),Le Conseil en investissement,A,"Article 4 de la DIRECTIVE 2014/65/UE DU PARLEMENT EUROPÉEN ET DU CONSEIL du 15 mai 2014
Article L533-18 CMF"
1186,6,6.4,A,"1186 - Dans le cadre de la politique de meilleure exécution, lorsqu 'un Prestataire de Services d'Investissement (PSI) exécute des ordres pour le compte de clients non professionnels, le meilleur résultat possible doit être déterminé :",Sur la base du coût total c 'est-à-dire le prix de l'instrument financier augmenté des coûts liés à l'exécution,Sur la base des facteurs propres à la politique d 'exécution du PSI et qui a été préalablement communiquée au client,Sur la base de la rapidité de l 'exécution de l 'ordre dans les marchés,A,"Article 27 de la DIRECTIVE 2014/65/UE DU PARLEMENT EUROPÉEN ET DU CONSEIL du 15 mai 2014 
Article L533-18 du CMF
Article L533-18 du CMF"
1187,6,6.4,A,1187 - Un Prestataire de Services d 'Investissement (PSI) qui a déterminé une politique dite de meilleure exécution pour l 'exécution des ordres de ses clients :,Doit réexaminer cette politique de meilleure exécution a minima une fois par an,Doit réexaminer cette politique de meilleure exécution uniquement sur injonction de l 'AMF,N 'est autorisé à modifier cette politique de meilleure exécution qu 'une seule fois par période de 6 mois,A,"Article 66 du RÈGLEMENT DÉLÉGUÉ (UE) 2017/565 DE LA COMMISSION du 25 avril 2016 
Politique d'exécution (Article 27, paragraphes 5 et 7, de la directive 2014/65/UE)"
1188,6,6.4,A,"1188 - Dans le cadre de la divulgation de la politique de meilleure exécution des prestataires de services d 'investissement, la réglementation impose depuis la Directive MIF 2 :","De divulguer chaque année les cinq lieux les plus utilisés pour chaque instrument, avec la part des transactions qui y sont réalisées et la qualité d'exécution obtenue","La divulgation en temps réel des cinq lieux les plus actifs, avec les quantités négociées et les conditions obtenues, instrument par instrument",La publication de tous les lieux d'exécution et des volumes traités pour contrôler la cohérence de la politique avec la réalité de l'exécution,A,"Article 65 du RÈGLEMENT DÉLÉGUÉ (UE) 2017/565 DE LA COMMISSION du 25 avril 2016 
Article L533-18-1 du CMF"
1189,6,6.4,A,1189 - Un Prestataire de Services d 'Investissement (PSI) qui réalise une prestation de Réception Transmission d 'Ordres (RTO) reçoit des ordres de son client et les transmet à un intermédiaire qui les exécutera. Dans ce cadre le PSI doit :,Définir et mettre en œuvre une politique de sélection des intermédiaires en charge de réaliser l 'exécution des ordres reçus du client,Transférer au client les politiques de meilleure exécution des intermédiaires à qui le PSI transmet les ordres,Ne donner aucune information à son client sur les modalités d 'exécution de ses ordres,A,Article 65 du RÈGLEMENT DÉLÉGUÉ (UE) 2017/565 DE LA COMMISSION du 25 avril 2016
1190,6,6.4,A,"1190 - Dans le cadre d 'un service d 'exécution d 'ordres pour le compte d 'un client non professionnel, si le Prestataire de Services d 'Investissement (PSI) souhaite réaliser des transactions en dehors des marchés organisés, le PSI doit :",Obtenir un consentement exprès du client auparavant,Informer a posteriori que des transactions ont eu lieu en dehors de marchés organisés,Demander au client de passer client professionnel avant de pouvoir réaliser ce type d 'exécution,A,"Article L533-18 du CMF
Position - recommandation AMF n° 2014-07 
Textes de référence : articles L533-18, L533-19, L533-20 du CMF et 314-69, 314-70, 314-71, 314-72, 314-73, 314-74, 314-75, 314-76 du RG AMF."
1191,6,6.5,C,"1191 - En principe et sauf convention contraire, lorsqu 'un client transmet pour exécution un ordre à un Prestataire de Services d'Investissement (PSI), il peut l 'annuler :",A la condition qu 'il ne soit pas encore exécuté,En aucune façon dès qu 'il a été transmis au marché sur lequel il doit être exécuté,Dans un délai qui ne peut excéder les 30 minutes après qu 'il ait été officiellement exécuté,A,Règles de marché d 'Euronext
1192,6,6.5,C,"1192 - Si un client souhaite réaliser une transaction sur un instrument financier ou souscrire à un service lui permettant de réaliser des transactions sur instruments financiers, dans quel cas, dispose-t-il d 'un délai de réflexion de 48h ?",Si le service ou la transaction a été proposée lors d 'une action de démarchage,Si le service ou la transaction a été vendue à distance,En aucun cas mais il peut se faire rembourser les instruments financiers acquis pendant 14 jours,A,Article L341-16 du CMF
1193,6,6.5,C,1193 - Les frais qu 'un investisseur doit payer dans le cadre d 'une transaction financière sur les marchés financiers :,Sont libres et dépendent de l 'intermédiaire qui exécute l 'ordre pour le compte du client,Sont fixés par l 'entreprise de marché et sont égaux pour tous les investisseurs,Sont libres mais encadrés par l 'AMF qui fixe des prix maximums en fonction du type d 'instrument pour éviter les abus,A,"Article 313-14 RG AMF
Article D533-15 du CMF
Article 314-17 RG AMF"
1194,6,6.6,C,"1194 - Dans le cadre d 'un compte d 'instruments financiers en usufruit et nue-propriété, la ou les personne(s) qui bénéficie(nt) du paiement du dividende et des rémunérations des instruments financiers qui sont inscrits dans ce compte est (sont) :",L 'usufruitier,Le nu-propriétaire,L 'usufruitier et le nu propriétaire conjointement,A,"Article 582 du code Civil
Article 584 du code Civil"
1195,6,6.6,C,1195 - Un compte d 'instruments financiers joint :,"Permet à chaque personne pour laquelle le compte est ouvert de faire, séparément, toutes opérations sur ce compte d 'instruments financiers",Requiert la signature conjointe de toutes les personnes pour lesquelles le compte est ouvert ou qui ont reçu procuration ou mandat d 'une ou plusieurs de ces personnes pour réaliser toutes opérations sur ce compte,Différencie dans les droits et pouvoirs la personne à qui appartient le capital de la personne à qui les revenus des titres sont versés,A,"Article 1311 du code civil 
Article 1313 du code civil
Article 1319 du code civil"
1196,6,6.7,C,1196 - La situation dans laquelle une entreprise ne peut plus faire face à son passif exigible avec son actif disponible est appelée :,Cessation des paiements,Faillite,Dépôt de bilan,A,Article L631-1 code de commerce
1197,6,6.7,C,1197 - La procédure collective arrêtée par décision de justice qui a pour objectif de permettre à une entreprise en cessation des paiements de se réorganiser pour continuer son activité autant que possible est appelée :,La procédure de redressement judiciaire,Le dépôt de bilan,La liquidation judiciaire,A,Article L631-1 code de commerce
1198,6,6.8,C,"1198 - En France, dans le cadre du dispositif de garantie des titres, le montant maximum de l 'indemnisation pour les pertes subies suite à l 'incapacité du Prestataire de Services d 'Investissement qui détenait les instruments financiers à les restituer, s 'élève pour un compte d'instruments financiers donné à :",70 000 €,90 000 €,150 000 €,A,"Article 5 du Règlement CRBF n° 99-14 du 23 septembre 1999 modifié par le règlement n° 2002-07 du 21 novembre 2002 et les arrêtés du 15 mai 2006, du 18 décembre 2009 et du 15 mai 2014
Article L322-3 du CMF"
